conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ae3d44d-38c5-401d-b311-e98beba27d09,skill/competence,occupation-specific,operate nail gun,"operate nail guns
use nail gun
handle nail gun
control nail gun
activate nail gun
operating nail gun
operate nail gun
run nail gun",,released,2016-12-20T21:24:38Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Use a mechanical tool to fasten parts together by hammering nails into wood or other materials. The nails are ejected by compressed air, electromagnetism or other forces."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9af0815a-39da-4a99-8c28-b0fe8baf3db6,skill/competence,occupation-specific,draft music cue breakdown,"draft music cue breakdowns
drafting music cue breakdown
draw up music cue breakdown
draft music cue breakdown
compile music cue breakdown
itemize music cue breakdown
write music cue breakdown",,released,2016-12-20T19:45:01Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Draft a cue breakdown by rewriting the script from a musical point of view, helping the composer to estimate the tempo and meter of the score."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9af1bd12-01bd-4d6a-947b-69e64f23150a,skill/competence,cross-sector,process qualitative information,"processing qualitative information
analyse facts
compile information
processing information
identify patterns
show analytical thinking
analyse information
categorise information
process qualitative info
observe information
process qualitative information
recognise connections",,released,2021-09-14T09:15:50.044Z,"Excludes <a resource=""http://data.europa.eu/esco/skill/57231a22-4da7-49c8-97b8-75672feadf1e"" typeOf=""http://data.europa.eu/esco/model#Skill"" href=""http://data.europa.eu/esco/skill/57231a22-4da7-49c8-97b8-75672feadf1e""><span property=""http://www.w3.org/2000/01/rdf-schema#label"" xml:lang=""en"">manage quantitative data</span></a>.",,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Compile, code, categorise, calculate, tabulate, audit or verify qualitative information."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9af252ce-bf4d-411b-8daa-beb91df4257d,knowledge,cross-sector,channel marketing,"channel advertising
marketing a channel
channel promotion
channel placing
marketing channels
channel marketing
market a channel",,released,2016-12-20T20:47:14Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","The strategies and practices, including channel sales, that involve distributing products directly and indirectly through partners in order to bring the products to the end consumer."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9af8bb91-0e77-42b2-b991-9f2694bfef4e,skill/competence,sector-specific,prepare containers for beverage distillation,"prepare a container for beverage distillation
provide containers for beverage distillation
supply of containers for beverage distillation
supply containers for beverage distillation
arrange containers for beverage distillation
prepare containers for beverage distillation",,released,2016-12-20T19:04:47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Prepare containers or drums for beverage distillation. Prepare equipment for the process of purification and removal of diluting components like water, for the purpose of increasing its proportion of alcohol content."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9afc0c8e-bbd4-4929-81f9-a17eb8af3879,skill/competence,sector-specific,maintain safe working conditions in performing arts,"maintain safe conditions when working and performing arts
maintain safe working conditions in performing arts
ensure safety when performing arts
maintain safe working conditions
maintain working conditions safe when performing arts",,released,2016-12-20T17:43:21Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Verify the technical aspects of your workspace, costumes, props, etc. Eliminate potential hazards in your work space or performance. Intervene actively in cases of accidents or illness."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9affa779-f5b9-4419-b20a-d18db93c4b9d,skill/competence,occupation-specific,conduct re-tanning operations,,,released,2020-12-07T14:43:23.377Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Conduct re-tanning operations to produce a further stabilisation of the collagen network.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca,knowledge,sector-specific,offshore constructions and facilities,"offshore structures
wind farms
offshore facilities
oil platforms",,released,2021-03-16T14:45:33.986Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/green","Structures and facilities installed in a marine environment, usually for the production and transmission of electricity, oil, gas and other resources."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9b0b2bb5-e26d-4384-8272-fa72060ac6bd,skill/competence,sector-specific,carry out geological explorations,"run geological explorations
perform geological explorations
conduct geological explorations
carrying out geological exploration
carry out geological exploration
carrying out geological explorations
carry out geological explorations",,released,2020-06-19T12:34:37.423Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Perform exploration activities for mines and fields with the aim of analysing the properties of the area and finding minerals.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9b0baaa7-fed3-41b7-b74e-9d459f11acfe,knowledge,transversal,Gujarati,"ability to comprehend spoken and written Gujarati and to speak and write in Gujarati
Gujarati
competent in Gujarati",,released,2017-01-20T15:55:26Z,,,"http://data.europa.eu/esco/concept-scheme/skill-language-groups,
http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",The Gujarati language.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9b0f2434-6bd5-494c-a532-c625a8457929,skill/competence,occupation-specific,help document artistic work at all stages,"aid documenting artistic work at all stages
help documenting artistic work at all stages
help document artistic work at all stages
help document artistic works at all stages
helping document artistic work at all stages
assist documenting artistic work at all stages",,released,2016-12-20T18:02:03Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Document the artistic work for later reference. Produce audiovisual documents. Write documents such as rehearsal notes, cast lists and cue lists. Write a choreographic notation if relevant. Preserve documents related to the creation and production of the work, etc."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9b115fce-f6ee-4d20-96f5-847fc6b11c6b,skill/competence,sector-specific,maintain the greenhouse,"maintain the greenhouse
cleaning the greenhouse
greenhouse cleaning
clean the greenhouse
maintaining the greenhouse
greenhouse maintaining",,released,2016-12-20T17:39:16Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Perform maintenance work on greenhouses. Clean greenhouse windows, drains and gutters."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9b1da480-3212-420d-9eae-aaa71427f698,skill/competence,occupation-specific,operate slaughterhouse equipment,"operate equipment in a slaughterhouse
use slaughterhouse equipment
work slaughterhouse equipment
operate slaughterhouse equipment
utilise slaughterhouse equipment
handle slaughterhouse equipment",,released,2016-12-20T18:56:37Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Operate slaughterhouse equipment for slaughtering warm-blooded animals, such as stunning equipment and gut room equipment. Use the equipment according to the requirements."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9b22bea8-699d-4faf-8373-7a620a386817,skill/competence,sector-specific,identify requirements of the work,"identify work requirements
distinguish between work expectations
identify requirements of the work
establish work requirements
identify required work",,released,2016-12-20T17:47:47Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Identify the expectations of the choreographer and artistic director. Identify physical, musical, theatrical and vocal requirements, related to the artistic work, fight action, set and stage, etc."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9b242812-7d88-4219-bac7-1195ecc4db51,knowledge,sector-specific,recirculation systems,"range of recirculation systems
typology of aeration and biofilter systems
aeration and biofilter systems
recirculation systems
kinds of aeration and biofilter systems
typology of recirculation systems
kinds of recirculation systems
types of recirculation systems
types of aeration and biofilter systems
range of aeration and biofilter systems",,released,2017-01-06T11:08:31Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/skills","The characteristics and functioning of complex circulation, aeration and biofilter systems."
